,state,gender,age,source,file,detail,duration
443,hungry,m,4.0,donate_a_cry,5C2F730C-9721-40B7-A2D8-C257DB518978-1429966336-1.0-m-04-hu.wav,,7.0
444,hungry,m,26.0,donate_a_cry,50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430108024-1.0-m-26-hu.wav,,7.0
445,hungry,f,48.0,donate_a_cry,4be720ce-a5e5-4a48-930f-a212f8a239f6-1434774947458-1.7-f-48-hu.wav,,6.78
446,hungry,m,26.0,donate_a_cry,0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760394426-1.7-m-26-hu.wav,,6.96
447,hungry,m,26.0,donate_a_cry,789d2553-cbf2-4911-91e4-fb228d231238-1430818517787-1.7-m-26-hu.wav,,6.64
448,hungry,f,26.0,donate_a_cry,743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860028-1.1-f-26-hu.wav,,7.0
449,hungry,m,72.0,donate_a_cry,5f651112-d2a3-4911-b3a5-f37bfc092494-1430734658837-1.7-m-72-hu.wav,,6.92
450,hungry,m,4.0,donate_a_cry,67414C5E-0EB2-48FD-8391-FCF085FDB6D9-1430050964-1.0-m-04-hu.wav,,7.0
451,hungry,m,4.0,donate_a_cry,A123AD65-38D3-4A65-AB37-330034765840-1430093687-1.0-m-04-hu.wav,,7.0
452,hungry,f,26.0,donate_a_cry,7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846797-1.1-f-26-hu.wav,,7.0
453,hungry,f,48.0,donate_a_cry,C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548250-1.0-f-48-hu.wav,,7.0
454,hungry,m,4.0,donate_a_cry,F24DE44B-762C-4149-AC92-96A5E57ED118-1430816918-1.0-m-04-hu.wav,,7.0
455,hungry,m,72.0,donate_a_cry,bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637640279-1.7-m-72-hu.wav,,6.66
456,hungry,f,26.0,donate_a_cry,ca7d8d54-13cb-4060-8db4-90651b60c078-1434674769219-1.7-f-26-hu.wav,,6.78
457,sad,m,,asvp-esd,03-02-04-01-123-150-04-01-00-14-03.wav,sad,10.0
458,happy,m,,asvp-esd,03-02-03-01-164-150-04-01-00-14-01.wav,sad,5.0
459,sad,m,,asvp-esd,03-02-04-01-60-150-04-01-00-14-01.wav,sad,7.0
460,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-05.wav,sad,5.0
461,sad,m,,asvp-esd,03-02-04-02-01-150-04-01-00-14-07.wav,sad,9.0
462,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-11.wav,sad,5.0
463,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-39.wav,sad,5.0
464,sad,m,,asvp-esd,03-02-04-01-97-150-04-01-00-14-03.wav,sad,9.0
465,sad,m,,asvp-esd,03-02-04-01-104-150-04-01-00-14-08.wav,sad,9.0
466,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-23.wav,sad,9.0
467,sad,m,,asvp-esd,03-02-04-01-16-150-04-01-00-14-04.wav,sad,5.0
468,happy,m,,asvp-esd,03-02-03-01-37-150-04-01-00-14-01.wav,sad,10.0
469,sad,m,,asvp-esd,03-02-04-01-18-150-04-01-00-14-02.wav,sad,3.0
470,sad,m,,asvp-esd,03-02-04-01-152-150-04-01-00-14-05.wav,sad,7.0
471,sad,m,,asvp-esd,03-02-04-01-29-150-04-01-00-14-03.wav,sad,9.0
472,sad,m,,asvp-esd,03-02-04-01-20-150-03-01-00-14-02.wav,sad,6.0
473,sad,m,,asvp-esd,03-02-04-02-46-150-04-01-00-14-03.wav,sad,10.0
474,sad,m,,asvp-esd,03-02-04-01-120-150-04-01-00-14-06.wav,sad,7.0
475,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-39.wav,sad,10.0
476,sad,m,,asvp-esd,03-02-04-02-05-150-04-01-00-14-01.wav,sad,10.0
477,sad,m,,asvp-esd,03-02-04-01-111-150-03-01-00-14-03.wav,sad,10.0
478,sad,m,,asvp-esd,03-02-04-02-02-150-04-01-00-14-02.wav,sad,10.0
479,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-05.wav,sad,10.0
480,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-23.wav,sad,5.0
481,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-12.wav,sad,8.0
482,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-06.wav,sad,8.0
483,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-11.wav,sad,10.0
484,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-10.wav,sad,10.0
485,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-07.wav,sad,8.0
486,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-13.wav,sad,8.0
487,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-22.wav,sad,5.0
488,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-04.wav,sad,10.0
489,sad,m,,asvp-esd,03-02-04-02-02-150-04-01-00-14-03.wav,sad,10.0
490,sad,m,,asvp-esd,03-02-04-01-111-150-03-01-00-14-02.wav,sad,10.0
491,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-38.wav,sad/surprise,10.0
492,sad,m,,asvp-esd,03-02-04-01-120-150-04-01-00-14-07.wav,sad,7.0
493,sad,m,,asvp-esd,03-02-04-02-46-150-04-01-00-14-02.wav,sad,10.0
494,sad,m,,asvp-esd,03-02-04-01-29-150-04-01-00-14-02.wav,sad,9.0
495,sad,m,,asvp-esd,03-02-04-01-20-150-03-01-00-14-03.wav,sad,6.0
496,sad,m,,asvp-esd,03-02-04-02-08-150-04-01-00-14.wav,sad,0.9926875
497,sad,m,,asvp-esd,03-02-04-01-13-150-04-01-00-34-01.wav,sad,5.0
498,sad,m,,asvp-esd,03-02-04-01-152-150-04-01-00-14-04.wav,sad,7.0
499,sad,m,,asvp-esd,03-02-04-01-18-150-04-01-00-14-03.wav,sad,3.0
500,sad,m,,asvp-esd,03-02-04-02-80-150-04-01-00-14-01.wav,sad,6.0
501,sad,m,,asvp-esd,03-02-04-01-11-150-04-01-00-14-06.wav,sad,6.0
502,sad,m,,asvp-esd,03-02-04-01-16-150-04-01-00-14-05.wav,sad,5.0
503,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-22.wav,sad,9.0
504,sad,m,,asvp-esd,03-02-04-01-104-150-04-01-00-14-09.wav,sad,9.0
505,sad,m,,asvp-esd,03-02-04-01-97-150-04-01-00-14-02.wav,sad,9.0
506,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-38.wav,sad/surprise,5.0
507,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-01.wav,sad,8.0
508,sad,m,,asvp-esd,03-02-04-02-01-150-04-01-00-14-06.wav,sad,9.0
509,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-10.wav,sad,5.0
510,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-04.wav,sad,5.0
511,sad,m,,asvp-esd,03-02-04-01-123-150-04-01-00-14-02.wav,sad,10.0
512,sad,m,,asvp-esd,03-02-04-01-124-150-04-01-00-14-01.wav,sad,5.0
513,happy,m,,asvp-esd,03-02-03-01-164-150-04-01-00-14-02.wav,sad,5.0
514,sad,m,,asvp-esd,03-02-04-01-124-150-04-01-00-14-03.wav,sad,5.0
515,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-12.wav,sad,5.0
516,sad,m,,asvp-esd,03-02-04-02-01-150-04-01-00-14-04.wav,sad,9.0
517,sad,m,,asvp-esd,03-02-04-01-60-150-04-01-00-14-02.wav,sad,7.0
518,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-06.wav,sad,5.0
519,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-03.wav,sad,8.0
520,sad,m,,asvp-esd,03-02-04-01-103-150-04-01-00-14-08.wav,sad,10.0
521,sad,m,,asvp-esd,03-02-04-01-11-150-04-01-00-14-04.wav,sad,6.0
522,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-19.wav,sad,8.0
523,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-20.wav,sad,9.0
524,sad,m,,asvp-esd,03-02-04-01-16-150-04-01-00-14-07.wav,sad,5.0
525,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-08.wav,sad,9.0
526,sad,m,,asvp-esd,03-02-04-01-18-150-04-01-00-14-01.wav,sad,3.0
527,sad,m,,asvp-esd,03-02-04-02-80-150-04-01-00-14-03.wav,sad,6.0
528,sad,m,,asvp-esd,03-02-04-01-20-150-03-01-00-14-01.wav,sad,6.0
529,sad,m,,asvp-esd,03-02-04-01-152-150-04-01-00-14-06.wav,sad,7.0
530,sad,m,,asvp-esd,03-02-04-01-13-150-04-01-00-34-03.wav,sad,5.0
531,sad,m,,asvp-esd,03-02-04-01-120-150-04-01-00-14-05.wav,sad,7.0
532,sad,m,,asvp-esd,03-02-04-01-15-150-04-01-00-14.wav,sad,6.2171875
533,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-08.wav,sad,5.0
534,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-39.wav,sad,8.0
535,sad,m,,asvp-esd,03-02-04-02-02-150-04-01-00-14-01.wav,sad,10.0
536,sad,m,,asvp-esd,03-02-04-02-05-150-04-01-00-14-02.wav,sad,10.0
537,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-05.wav,sad,8.0
538,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-12.wav,sad,10.0
539,fearful,m,,asvp-esd,03-02-06-01-04-150-04-01-00-16.wav,fearful,4.179625
540,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-06.wav,sad,10.0
541,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-20.wav,sad,5.0
542,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-11.wav,sad,8.0
543,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-10.wav,sad,8.0
544,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-21.wav,sad,5.0
545,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-07.wav,sad,10.0
546,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-13.wav,sad,10.0
547,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-04.wav,sad,8.0
548,sad,m,,asvp-esd,03-02-04-02-05-150-04-01-00-14-03.wav,sad,10.0
549,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-38.wav,sad/surprise,8.0
550,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-09.wav,sad,5.0
551,sad,m,,asvp-esd,03-02-04-01-111-150-03-01-00-14-01.wav,sad,10.0
552,sad,m,,asvp-esd,03-02-04-01-120-150-04-01-00-14-04.wav,sad,7.0
553,sad,m,,asvp-esd,03-02-04-02-46-150-04-01-00-14-01.wav,sad,10.0
554,sad,m,,asvp-esd,03-02-04-01-152-150-04-01-00-14-07.wav,sad,7.0
555,sad,m,,asvp-esd,03-02-04-01-13-150-04-01-00-34-02.wav,sad,5.0
556,sad,m,,asvp-esd,03-02-04-01-29-150-04-01-00-14-01.wav,sad,9.0
557,sad,m,,asvp-esd,03-02-04-02-80-150-04-01-00-14-02.wav,sad,6.0
558,sad,m,,asvp-esd,03-02-04-01-11-150-03-01-00-14-01.wav,sad,10.0
559,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-09.wav,sad,9.0
560,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-18.wav,sad/surprise,8.0
561,sad,m,,asvp-esd,03-02-04-01-16-150-04-01-00-14-06.wav,sad,5.0
562,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-21.wav,sad,9.0
563,sad,m,,asvp-esd,03-02-04-01-11-150-04-01-00-14-05.wav,sad,6.0
564,sad,m,,asvp-esd,03-02-04-01-14-150-04-01-00-14.wav,sad,9.404125
565,sad,m,,asvp-esd,03-02-04-01-103-150-04-01-00-14-09.wav,sad,10.0
566,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-02.wav,sad,8.0
567,sad,m,,asvp-esd,03-02-04-01-97-150-04-01-00-14-01.wav,sad,9.0
568,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-07.wav,sad,5.0
569,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-13.wav,sad,5.0
570,sad,m,,asvp-esd,03-02-04-02-01-150-04-01-00-14-05.wav,sad,9.0
571,sad,m,,asvp-esd,03-02-04-01-124-150-04-01-00-14-02.wav,sad,5.0
572,happy,m,,asvp-esd,03-02-03-01-164-150-04-01-00-14-03.wav,sad,5.0
573,sad,m,,asvp-esd,03-02-04-01-123-150-04-01-00-14-01.wav,sad,10.0
574,sad,m,,asvp-esd,03-02-04-01-123-150-04-01-00-14-05.wav,sad,10.0
575,happy,m,,asvp-esd,03-02-03-01-164-150-04-01-00-14-07.wav,sad,5.0
576,sad,m,,asvp-esd,03-02-04-01-124-150-04-01-00-14-06.wav,sad,5.0
577,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-12.wav,sad,8.0
578,sad,m,,asvp-esd,03-02-04-01-97-150-04-01-00-14-05.wav,sad,9.0
579,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-06.wav,sad,8.0
580,sad,m,,asvp-esd,03-02-04-02-01-150-04-01-00-14-01.wav,sad,9.0
581,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-17.wav,sad/disgust,5.0
582,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-03.wav,sad,5.0
583,sad,m,,asvp-esd,03-02-04-02-10-150-04-01-00-14-08.wav,sad,5.0
584,sad,m,,asvp-esd,03-02-04-01-18-150-04-01-00-14-04.wav,sad,3.0
585,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-19.wav,sad,9.0
586,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-20.wav,sad,8.0
587,sad,m,,asvp-esd,03-02-04-01-85-150-04-01-00-14-09.wav,sad,8.0
588,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-08.wav,sad,8.0
589,sad,m,,asvp-esd,03-02-04-01-11-150-04-01-00-14-01.wav,sad,6.0
590,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-25.wav,sad/happy,9.0
591,sad,m,,asvp-esd,03-02-04-01-16-150-04-01-00-14-02.wav,sad,5.0
592,sad,m,,asvp-esd,03-02-04-02-46-150-04-01-00-14-05.wav,sad,10.0
593,sad,m,,asvp-esd,03-02-04-01-29-150-04-01-00-14-05.wav,sad,9.0
594,sad,m,,asvp-esd,03-02-04-01-20-150-03-01-00-14-04.wav,sad,6.0
595,sad,m,,asvp-esd,03-02-04-01-13-150-04-01-00-34-06.wav,sad,5.0
596,sad,m,,asvp-esd,03-02-04-01-152-150-04-01-00-14-03.wav,sad,7.0
597,sad,m,,asvp-esd,03-02-04-01-43-150-04-01-00-14.wav,sad,2.978
598,sad,m,,asvp-esd,03-02-04-01-12-150-04-01-00-14.wav,sad,5.7730625
599,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-17.wav,sad/disgust,10.0
600,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-03.wav,sad,10.0
601,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-14.wav,sad/sad,8.0
602,sad,m,,asvp-esd,03-02-04-01-64-150-04-01-00-14-01.wav,sad,6.0
603,sad,m,,asvp-esd,03-02-04-01-111-150-03-01-00-14-05.wav,sad,10.0
604,sad,m,,asvp-esd,03-02-04-02-02-150-04-01-00-14-04.wav,sad,10.0
605,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-28.wav,sad/surprise,8.0
606,fearful,m,,asvp-esd,03-02-06-01-03-150-04-01-00-16.wav,fearful,2.5078125
607,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-19.wav,sad,5.0
608,sad,m,,asvp-esd,03-02-04-01-111-150-03-01-00-14-11.wav,sad,10.0
609,sad,m,,asvp-esd,03-02-04-01-63-150-04-01-00-14-02.wav,sad,6.0
610,sad,m,,asvp-esd,03-02-04-01-111-150-03-01-00-14-10.wav,sad,10.0
611,sad,m,,asvp-esd,03-02-04-01-09-150-04-01-00-14-18.wav,sad/surprise,5.0
612,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-29.wav,sad,8.0
613,sad,m,,asvp-esd,03-02-04-01-63-150-04-01-00-14-03.wav,sad,6.0
614,sad,m,,asvp-esd,03-02-04-02-02-150-04-01-00-14-05.wav,sad,10.0
615,sad,m,,asvp-esd,03-02-04-01-111-150-03-01-00-14-04.wav,sad,10.0
616,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-15.wav,sad/happy,8.0
617,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-02.wav,sad,10.0
618,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-16.wav,sad/fearful,10.0
619,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-01.wav,sad,8.0
620,sad,m,,asvp-esd,03-02-04-01-120-150-04-01-00-14-01.wav,sad,7.0
621,sad,m,,asvp-esd,03-02-04-01-13-150-04-01-00-34-07.wav,sad,5.0
622,sad,m,,asvp-esd,03-02-04-01-152-150-04-01-00-14-02.wav,sad,7.0
623,sad,m,,asvp-esd,03-02-04-01-29-150-04-01-00-14-04.wav,sad,9.0
624,sad,m,,asvp-esd,03-02-04-01-20-150-03-01-00-14-05.wav,sad,6.0
625,sad,m,,asvp-esd,03-02-04-02-46-150-04-01-00-14-04.wav,sad,10.0
626,sad,m,,asvp-esd,03-02-04-01-20-150-04-01-00-14-01.wav,sad,6.0
627,sad,m,,asvp-esd,03-02-04-01-16-150-04-01-00-14-03.wav,sad,5.0
628,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-24.wav,sad/sad,9.0
629,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-09.wav,sad,8.0
630,sad,m,,asvp-esd,03-02-04-01-85-150-04-01-00-14-08.wav,sad,8.0
631,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-18.wav,sad/surprise,9.0
632,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-21.wav,sad,8.0
633,sad,m,,asvp-esd,03-02-04-01-18-150-04-01-00-14-05.wav,sad,3.0
634,fearful,m,,asvp-esd,03-02-06-01-02-150-04-01-00-16.wav,fearful,3.0825
635,sad,m,,asvp-esd,03-02-04-01-103-150-04-01-00-14-18.wav,sad/surprise,10.0
636,sad,m,,asvp-esd,03-02-04-02-10-150-04-01-00-14-09.wav,sad,5.0
637,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-02.wav,sad,5.0
638,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-16.wav,sad/fearful,5.0
639,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-07.wav,sad,8.0
640,sad,m,,asvp-esd,03-02-04-01-97-150-04-01-00-14-04.wav,sad,9.0
641,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-13.wav,sad,8.0
642,sad,m,,asvp-esd,03-02-04-01-124-150-04-01-00-14-07.wav,sad,5.0
643,sad,m,,asvp-esd,03-02-04-01-123-150-04-01-00-14-04.wav,sad,10.0
644,happy,m,,asvp-esd,03-02-03-01-164-150-04-01-00-14-06.wav,sad,5.0
645,sad,m,,asvp-esd,03-02-04-01-124-150-04-01-00-14-05.wav,sad,5.0
646,sad,m,,asvp-esd,03-02-04-01-41-150-04-01-00-14.wav,sad,1.0449375
647,happy,m,,asvp-esd,03-02-03-01-164-150-04-01-00-14-04.wav,sad,5.0
648,sad,m,,asvp-esd,03-02-04-01-123-150-04-01-00-14-06.wav,sad,10.0
649,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-05.wav,sad,8.0
650,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-28.wav,sad/surprise,5.0
651,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-11.wav,sad,8.0
652,sad,m,,asvp-esd,03-02-04-01-97-150-04-01-00-14-06.wav,sad,9.0
653,fearful,m,,asvp-esd,03-02-06-01-50-150-04-01-00-16.wav,fearful,3.68325
654,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-14.wav,sad/sad,5.0
655,sad,m,,asvp-esd,03-02-04-02-01-150-04-01-00-14-02.wav,sad,9.0
656,sad,m,,asvp-esd,03-02-04-01-88-150-04-01-00-14-09.wav,sad,10.0
657,sad,m,,asvp-esd,03-02-04-01-129-150-04-01-00-14.wav,sad,2.3510625
658,sad,m,,asvp-esd,03-02-04-01-18-150-04-01-00-14-07.wav,sad,3.0
659,sad,m,,asvp-esd,03-02-04-01-82-150-04-01-00-14-09.wav,sad,8.0
660,sad,m,,asvp-esd,03-02-04-01-109-150-04-01-00-14-26.wav,sad/fearful,9.0
661,sad,m,,asvp-esd,03-02-04-01-16-150-04-01-00-14-01.wav,sad,5.0
662,sad,m,,asvp-esd,03-02-04-01-11-150-04-01-00-14-02.wav,sad,6.0
663,sad,m,,asvp-esd,03-02-04-02-46-150-04-01-00-14-06.wav,sad,10.0
664,sad,m,,asvp-esd,03-02-04-01-13-150-04-01-00-34-05.wav,sad,5.0
665,sad,m,,asvp-esd,03-02-04-01-13-150-04-01-00-34-11.wav,sad,5.0
666,sad,m,,asvp-esd,03-02-04-01-29-150-04-01-00-14-06.wav,sad,9.0
667,sad,m,,asvp-esd,03-02-04-01-120-150-04-01-00-14-03.wav,sad,7.0
668,happy,m,,asvp-esd,03-02-03-01-12-150-04-01-00-13.wav,,2.71675
669,sad,m,,asvp-esd,03-02-04-01-07-150-04-01-00-14-08.wav,sad,10.0
670,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-17.wav,sad/disgust,8.0
671,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-03.wav,sad,8.0
672,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-14.wav,sad/sad,10.0
673,sad,m,,asvp-esd,03-02-04-01-63-150-04-01-00-14-01.wav,sad,6.0
674,sad,m,,asvp-esd,03-02-04-01-111-150-03-01-00-14-12.wav,sad,10.0
675,sad,m,,asvp-esd,03-02-04-02-05-150-04-01-00-14-04.wav,sad,10.0
676,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-28.wav,sad/surprise,10.0
677,sad,m,,asvp-esd,03-02-04-01-111-150-03-01-00-14-06.wav,sad,10.0
678,sad,m,,asvp-esd,03-02-04-02-02-150-04-01-00-14-07.wav,sad,10.0
679,sad,m,,asvp-esd,03-02-04-01-64-150-04-01-00-14-02.wav,sad,6.0
680,sad,m,,asvp-esd,03-02-04-02-02-150-04-01-00-14-06.wav,sad,10.0
681,sad,m,,asvp-esd,03-02-04-01-111-150-03-01-00-14-07.wav,sad,10.0
682,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-29.wav,sad,10.0
683,sad,m,,asvp-esd,03-02-04-01-64-150-04-01-00-14-03.wav,sad,6.0
684,sad,m,,asvp-esd,03-02-04-02-05-150-04-01-00-14-05.wav,sad,10.0
685,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-15.wav,sad/happy,10.0
686,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-02.wav,sad,8.0
687,sad,m,,asvp-esd,03-02-04-01-07-150-04-01-00-14-09.wav,sad,10.0
688,sad,m,,asvp-esd,03-02-04-01-94-150-04-01-00-14-16.wav,sad/fearful,8.0
689,sad,m,,asvp-esd,03-02-04-01-93-150-04-01-00-14-01.wav,sad,10.0
690,sad,m,,asvp-esd,03-02-04-01-120-150-04-01-00-14-02.wav,sad,7.0
691,sad,m,,asvp-esd,03-02-04-01-13-150-04-01-00-34-10.wav,sad,5.0
692,sad,m,,asvp-esd,03-02-04-01-29-150-04-01-00-14-07.wav,sad,9.0
693,sad,m,,asvp-esd,03-02-04-01-152-150-04-01-00-14-01.wav,sad,7.0
694,sad,m,,asvp-esd,03-02-04-01-13-150-04-01-00-34-04.wav,sad,5.0
695,fearful,m,,asvp-esd,03-02-06-01-00-150-04-01-00-16.wav,fearful,3.187
696,sad,m,,asvp-esd,03-02-04-01-20-150-04-01-00-14-02.wav,sad,6.0
697,sad,m,,asvp-esd,03-02-04-02-46-150-04-01-00-14-07.wav,sad,10.0
698,sad,m,,asvp-esd,03-02-04-01-11-150-04-01-00-14-03.wav,sad,6.0
699,sad,m,,asvp-esd,03-02-04-01-82-150-04-01-00-14-08.wav,sad,8.0
700,sad,m,,asvp-esd,03-02-04-01-18-150-04-01-00-14-06.wav,sad,3.0
701,sad,m,,asvp-esd,03-02-04-01-100-150-04-01-00-14-22.wav,sad,8.0
702,sad,m,,asvp-esd,03-02-04-02-80-150-04-01-00-14-04.wav,sad,6.0
703,sad,m,,asvp-esd,03-02-04-01-59-150-04-01-00-14.wav,sad,1.9853125
704,sad,m,,asvp-esd,03-02-04-02-47-150-04-01-00-14.wav,sad,8.6726875
705,sad,m,,asvp-esd,03-02-04-01-88-150-04-01-00-14-08.wav,sad,10.0
706,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-15.wav,sad/happy,5.0
707,sad,m,,asvp-esd,03-02-04-02-01-150-04-01-00-14-03.wav,sad,9.0
708,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-01.wav,sad,5.0
709,sad,m,,asvp-esd,03-02-04-01-99-150-04-01-00-14-29.wav,sad,5.0
710,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-10.wav,sad,8.0
711,sad,m,,asvp-esd,03-02-04-01-90-150-04-01-00-14-04.wav,sad,8.0
712,happy,m,,asvp-esd,03-02-03-01-164-150-04-01-00-14-05.wav,sad,5.0
713,sad,m,,asvp-esd,03-02-04-01-123-150-04-01-00-14-07.wav,sad,10.0
714,sad,m,,asvp-esd,03-02-04-01-128-150-04-01-00-14.wav,sad,1.0449375
715,sad,m,,asvp-esd,03-02-04-01-124-150-04-01-00-14-04.wav,sad,5.0
716,sad,m,,asvp-esd,03-02-04-01-13-150-04-01-00-14-06.wav,sad,3.0
717,sad,m,,asvp-esd,03-02-04-01-105-150-04-01-00-14-18.wav,sad/surprise,10.0
718,sad,m,,asvp-esd,03-02-04-01-105-150-04-01-00-14-24.wav,sad/sad,10.0
719,sad,m,,asvp-esd,03-02-04-01-89-150-04-01-00-14-08.wav,sad,9.0
720,happy,m,,asvp-esd,03-02-03-01-60-150-04-01-00-13-01.wav,,6.0
721,sad,m,,asvp-esd,03-02-04-01-22-150-04-01-00-14-07.wav,sad,9.0
722,sad,m,,asvp-esd,03-02-04-01-159-150-04-01-00-14-01.wav,sad,10.0
723,sad,m,,asvp-esd,03-02-04-01-125-150-04-01-00-14-04.wav,sad,8.0
724,sad,m,,asvp-esd,03-02-04-02-00-150-04-01-00-14-03.wav,sad,6.0
725,sad,m,,asvp-esd,03-02-04-01-98-150-04-01-00-14-01.wav,sad,10.0
726,sad,m,,asvp-esd,03-02-04-01-91-150-04-01-00-14-38.wav,sad/surprise,9.0
727,sad,m,,asvp-esd,03-02-04-01-91-150-04-01-00-14-10.wav,sad,9.0
728,sad,m,,asvp-esd,03-02-04-01-96-150-04-01-00-14-07.wav,sad,9.0
729,sad,m,,asvp-esd,03-02-04-01-96-150-04-01-00-14-13.wav,sad,9.0
730,sad,m,,asvp-esd,03-02-04-01-91-150-04-01-00-14-04.wav,sad,9.0
